imsi | msisdn  | imei  | operatorName  | mccMnc  |   type  |  date  |  time  |   duration  |  download   |   upload   |   partyMsisbn  |  partyMccMnc
824942041943567|014312271286121|705211436540009|orange man|048052|moc|12/23/5158|11/29/55|393|645|781|676877728071672|048052
040591058536662|450438376447242|968137343198786|partner house|048053|gprs|14/11/9692|11/40/10|419|093|386|791697731029273|048052
536899918247840|752541494524717|662561664580494|cellcom inc|048054|mtc|06/18/4728|10/11/40|299|016|742|939525019056435|048054
961903014881339|260818047215741|057350671181414|partner house|048053|moc|15/26/5365|11/00/09|519|012|719|253689131997766|048053
671742663964038|203082336323011|390674833449844|partner house|048053|sms-mo|16/22/6670|13/14/07|512|428|389|312368246732454|048052
287158410451342|877257604356902|622557411668714|partner house|048053|mtc|00/11/2780|12/04/55|454|889|575|238142546683714|048051
784240648895368|796961427332046|134670844643372|sergio Telecom|999998|gprs|15/20/6932|00/57/47|301|669|367|535037401662906|048053
835785063101013|778808401083902|087786282704828|orange man|048052|moc|10/01/8514|12/25/05|507|674|658|784512817914151|048054
183865723300368|055567575489753|361867431981918|orange man|048052|mtc|01/05/8123|03/30/57|522|350|136|548778703284636|999998
467331586811476|236904807003859|497352400301470|partner house|048053|mtc|00/08/0328|13/43/08|035|908|425|097469752757030|999998
556459172936621|620180064732992|140787896010994|orange man|048052|sms-mo|06/02/9741|11/08/30|951|470|458|195080268677384|048054
153140488455418|524724194084378|503018258093756|partner house|048053|gprs|03/00/0364|00/00/29|956|986|280|182849679892436|048053
995802403241320|623664355170826|727428790234386|partner house|048053|moc|04/19/3736|12/12/27|496|861|340|271769320450935|999998
390259148472419|802761312764729|970995121960321|cellcom inc|048054|moc|02/26/0083|12/40/01|250|972|023|414748262864818|999998
686723830233589|103063427512340|400282685600171|sergio Telecom|999998|gprs|08/16/0915|13/04/53|939|932|958|692865068877041|048053
472965188395397|981977057827060|927146854605134|orange man|048052|sms-mo|04/14/6236|10/42/57|078|572|930|764091356710099|999998
630549516701880|745936204124313|697863724616794|orange man|048052|gprs|08/25/8332|13/47/19|165|053|983|120846826529075|999998
342251086575881|122280017858825|050285303052760|cellcom bee|048051|sms-mo|07/02/9332|00/42/20|460|065|038|071934839224561|999998
838196392817936|918962993147900|815825476668673|cellcom inc|048054|moc|08/22/7148|01/06/51|999|278|622|110784970261856|048051
729830959731074|384090161542690|685788786759078|sergio Telecom|999998|gprs|02/11/2816|00/50/39|295|042|132|162361080330416|048052
468487914427630|914277287539245|384324247689564|partner house|048053|moc|15/02/7592|11/16/03|266|101|346|273030788983109|048053
178506316563165|530590598674793|712864415364692|partner house|048053|sms-mt|17/23/4669|00/45/45|555|803|649|268050347994702|048053
876423903480562|820890449335257|545309912450408|orange man|048052|sms-mt|00/18/1007|00/49/14|651|025|036|080518319441617|048053
386743955670418|498128767308945|873470785464605|orange man|048052|gprs|06/16/8957|10/28/39|207|963|862|847543112091569|048054
872795703099572|321866298202981|860349031332200|cellcom inc|048054|moc|04/07/4046|02/02/21|390|995|505|844246000753335|048053
496728747490902|968125337180635|697579345215207|orange man|048052|sms-mo|02/05/5929|01/22/28|677|742|465|728247862322716|048052
519396063419120|961308173717443|196245974415339|sergio Telecom|999998|mtc|14/08/7778|00/17/52|125|098|769|357888325213129|048051
970184715582424|994782228461782|879090581051415|cellcom inc|048054|moc|10/15/7479|13/47/43|534|426|543|688095112808607|048051
846311763410777|376671905814631|118941049601690|sergio Telecom|999998|mtc|15/21/1652|10/48/20|184|483|096|442062511948465|999998
133163501102773|137391003961556|461779259561930|partner house|048053|gprs|16/02/1361|01/14/28|904|513|505|084035519724332|048052
876986369731254|339584095911566|975863699882917|cellcom bee|048051|gprs|06/15/3013|12/02/39|171|829|467|540779352084136|048051
700718810978636|496187639636962|032026007395180|orange man|048052|moc|12/05/5753|00/55/20|340|692|155|831131172821373|999998
804839020237941|995326691632228|208602704757643|cellcom bee|048051|gprs|06/13/9715|10/54/33|757|736|075|570144109698067|048052
941318202001613|385441842451410|114265106516699|sergio Telecom|999998|sms-mt|12/07/6404|13/16/07|848|191|964|103792134009060|999998
787764595681208|301325450471463|851720189860290|cellcom bee|048051|sms-mt|04/01/7463|02/51/14|724|341|545|325535798874726|048051
205877223509255|890326126110859|479958893253190|cellcom inc|048054|mtc|07/09/3476|03/11/58|742|653|461|502702574429387|999998
892688846182441|045769464185494|375733510340584|cellcom bee|048051|moc|00/25/9974|11/16/03|526|483|731|664260271063728|048054
968332972566861|427818381344095|081037454701509|partner house|048053|gprs|06/26/5548|13/31/43|073|983|259|695316282857232|048053
661968459906890|517024206056400|666973010102712|cellcom inc|048054|mtc|08/07/8531|02/53/08|406|275|225|665697672557987|048053
211271818532195|972761333102290|533650951007236|cellcom bee|048051|gprs|15/01/2128|01/54/01|506|834|553|537883738969145|048054
329699484051561|119994833714952|804983043449797|cellcom inc|048054|moc|02/07/3922|03/37/30|450|419|479|543460382222668|048053
569806878037129|983345658172732|300481090013747|cellcom inc|048054|mtc|13/24/9295|13/26/16|161|265|295|667516464859036|048052
155961009731582|351888542321550|785281502487755|partner house|048053|moc|08/13/6211|10/31/32|699|661|408|571228403885904|048053
957136305465539|020240763559675|461196926495948|partner house|048053|moc|04/20/6715|02/41/57|031|864|923|834974837017373|999998
967862168551992|928812862989474|460458664741831|partner house|048053|mtc|04/28/2721|12/43/56|013|717|415|269210255284518|048053
319120414377195|584816273578206|539643914343273|cellcom inc|048054|sms-mo|13/23/3495|13/40/16|092|580|229|494797422856920|048054
505334585809759|273962584551593|943786357839935|cellcom inc|048054|gprs|15/24/6073|01/57/26|697|134|118|840877741121051|048051
680240075408499|331108069380633|003229447917056|partner house|048053|moc|10/02/1323|13/57/15|187|319|704|537505617040202|999998
998606359230851|408126055027529|039191927962157|sergio Telecom|999998|mtc|01/23/2394|10/51/32|334|845|775|676725136480521|999998
925170854321038|606554702382933|227764769393706|cellcom inc|048054|moc|10/03/4493|02/05/09|002|479|249|489105806462399|048054
062964121155231|630057864426847|563759372509224|partner house|048053|sms-mo|10/07/0571|11/58/15|493|022|546|127563393099924|048054
824563887141789|038794087306421|725184482116585|sergio Telecom|999998|gprs|00/07/8110|00/32/10|609|950|996|910417127829141|048053
256416324313937|840559677618961|808749374907310|sergio Telecom|999998|sms-mo|01/04/6244|11/03/11|142|149|554|447977304898259|999998
820154360435975|332221537525975|679617265219808|cellcom inc|048054|sms-mo|10/07/9406|12/41/51|128|844|117|997716280976236|048054
797102918529429|617545827913171|541353766541683|partner house|048053|sms-mo|14/14/0190|00/57/03|650|185|822|711515164785903|048051
131699727231504|435242526224127|142422394327699|orange man|048052|gprs|05/16/7904|13/14/30|821|256|779|403112177966019|048054
052044481050124|629963230218448|343777116533545|orange man|048052|sms-mt|12/18/3626|12/22/32|737|364|067|267815957095476|999998
503978817233179|638665522737103|274783666302819|orange man|048052|mtc|19/07/5931|13/28/12|006|763|501|430249144195420|048054
586789575047256|808340606721163|511301250084701|cellcom bee|048051|sms-mt|10/26/3760|00/12/51|808|231|246|880581382149949|048052
310620643069865|647348852993853|104398352859937|cellcom inc|048054|moc|01/23/5813|11/14/51|925|288|174|440498232682916|999998
624028766575157|817237461264272|764368134903541|cellcom bee|048051|moc|01/23/6712|10/51/07|126|771|572|327868405862198|999998
616528317467681|910091606488578|150904936794455|orange man|048052|moc|11/27/9785|10/08/37|730|351|521|806461159069938|048051
560546771945055|062645997976004|683637206610316|partner house|048053|sms-mt|11/13/9608|13/04/58|604|433|927|538976008306583|048054
678760305827647|198264293799373|862858981675651|cellcom bee|048051|mtc|12/01/1965|01/19/00|658|406|107|498069542771351|048054
006084856666680|070250724695148|768668063650418|sergio Telecom|999998|sms-mo|03/27/5594|11/17/02|380|286|088|644274904870937|048053
444904124942936|570965869859797|153765199584877|partner house|048053|moc|04/17/4344|01/59/34|846|693|277|222022789444098|048052
680086848495133|356678589125134|692920507546279|orange man|048052|sms-mo|01/04/9644|01/56/08|224|165|593|824105933349785|048054
740565193754032|078173029560466|632980621916411|partner house|048053|gprs|00/15/5807|11/37/49|406|927|043|234665514283266|048051
338298012716033|587363879064540|176117928311924|cellcom bee|048051|sms-mo|07/02/0251|00/10/50|651|532|633|623769256470184|048052
242428871264668|403284430013197|034386386402160|orange man|048052|sms-mo|13/14/5181|13/56/44|716|351|344|112404537109934|048051
626010847093403|747162691710946|100022208120592|cellcom bee|048051|mtc|06/28/0228|11/04/47|820|032|276|877560558551736|048053
137011344563231|218990669212170|403317541119553|partner house|048053|sms-mt|09/08/8595|02/15/40|427|560|655|955410406292366|048052
737780638713451|306917345859115|581279444435972|orange man|048052|sms-mo|03/19/4468|01/23/59|686|611|507|241143278112912|048052
975156737080806|040305773817941|460175968979179|partner house|048053|mtc|19/29/2670|12/26/02|138|949|611|011100097223949|048053
673807893874106|339641639074135|503805795092704|cellcom inc|048054|moc|15/07/1689|11/09/41|498|647|706|991818368074167|048053
864234098980687|779587065331428|407942551562640|orange man|048052|gprs|11/04/8819|10/20/58|222|513|930|638471719299584|048052
257099540863920|750151062272088|603335389385990|cellcom inc|048054|gprs|12/21/9230|01/08/34|860|814|389|225117205499910|048051
604282585944074|291631056665787|249887238742349|cellcom bee|048051|mtc|19/03/5647|10/27/33|557|145|249|706267250526909|048053
678145980626670|596765116644764|843959467431099|cellcom bee|048051|sms-mt|06/08/3645|02/56/21|221|850|355|156467427576148|999998
841184261316833|981368007785823|309637065497292|sergio Telecom|999998|mtc|10/28/4966|02/30/13|278|584|867|150545158917899|048054
499948797395268|531106474583593|334348339081517|cellcom bee|048051|gprs|08/17/9055|11/57/48|872|327|720|113822624347896|048053
244141585258280|595639273810817|053487535373103|cellcom bee|048051|moc|17/18/3978|00/28/58|128|652|520|385408972931637|048051
173985872247249|744142244177906|034522129553270|orange man|048052|moc|15/15/8191|13/24/02|694|959|392|816206673366393|048052
373754161190371|388816681947450|599066482514761|cellcom inc|048054|sms-mo|10/11/0576|11/50/02|519|429|395|247921043340103|048054
832213178207750|110241586856979|375896325146833|cellcom inc|048054|gprs|14/01/9924|10/44/44|277|927|101|204157402593953|048052
775112117849977|491751173667532|401123556450479|cellcom inc|048054|moc|11/25/8461|11/39/04|220|243|678|395964073779380|048051
795118362641686|971037323092473|964676424688948|orange man|048052|sms-mt|10/18/8261|01/45/58|469|015|792|093064541644468|048054
046085196687002|115191853407867|383284915795405|cellcom inc|048054|moc|01/03/2852|00/56/17|263|207|246|524922553091527|999998
134071511237068|514656319403942|758187239584201|cellcom bee|048051|moc|02/27/2136|03/45/23|940|744|728|687810374016390|048054
372797961355458|066076363391991|941410316443288|orange man|048052|mtc|00/18/1374|10/41/57|268|672|875|258669665771444|048051
251197187666394|542123019702346|184295113071700|cellcom inc|048054|mtc|18/05/1991|02/03/05|706|660|724|477107484096138|048051
515117996068475|044244840848997|260791790319376|cellcom bee|048051|sms-mt|07/15/1712|11/47/42|894|514|433|686172175604927|048051
555956507172440|056121398122349|616102764673948|sergio Telecom|999998|gprs|14/27/8583|10/01/09|725|908|147|472532675573402|999998
957821611438447|011766341836460|955838911086821|cellcom inc|048054|sms-mo|14/21/1174|10/40/11|692|170|779|165208942255112|048054
831912151148027|114332586952194|579863098402226|cellcom inc|048054|moc|15/15/1396|12/18/28|743|661|494|851279239962945|999998
135231599948597|550722171135290|715430700716765|orange man|048052|mtc|13/19/3514|02/50/39|918|292|592|997685315342699|048052
892804633104386|485260678142751|032313906438867|cellcom inc|048054|sms-mo|02/12/4120|02/54/13|965|318|647|110297814065588|048053
224743294358062|472672486764252|996660909337163|cellcom inc|048054|sms-mt|12/19/0114|00/58/25|387|463|272|585868303204656|048052
854404350679828|313194607801670|485045472730612|sergio Telecom|999998|gprs|04/20/7543|13/57/00|546|317|773|271186741718165|048052
931185817706247|531819570501866|379497190060606|cellcom bee|048051|sms-mt|07/29/5283|12/41/16|781|797|671|132850632506338|999998
395295364343415|567519161878128|569288936582923|cellcom bee|048051|sms-mt|00/23/7341|10/56/03|960|752|563|895730350853564|048053
711027012488781|898738300353830|133235968226004|partner house|048053|gprs|10/13/7940|12/27/02|206|538|900|294410016397919|048054
584004669679649|853575702291210|688289867734690|partner house|048053|gprs|10/20/7474|13/26/38|936|848|856|308190817084821|048053
972978672477341|661081890184925|815334113570407|cellcom inc|048054|gprs|19/06/9399|11/43/49|530|905|248|300739424218323|048053
362416608123172|402333958188401|157308181023533|sergio Telecom|999998|moc|18/02/3653|13/41/11|364|957|141|130873578704557|048053
206564950886993|235001679594253|576322719797516|sergio Telecom|999998|moc|03/04/6154|02/50/04|569|422|661|102630572933694|048051
063419573939144|268800592628232|530803950255389|sergio Telecom|999998|sms-mo|12/09/2798|00/20/09|366|766|795|994495312240346|999998
079105793382033|949544857219875|584797498827250|partner house|048053|mtc|04/25/2820|01/59/43|750|727|892|224476033853089|048053
311808070851239|455824177130312|465765562847982|partner house|048053|gprs|02/08/3326|11/14/52|778|325|972|249223473228609|999998
953342175882264|505940315834635|843177507085533|cellcom bee|048051|gprs|18/26/9062|10/27/49|259|782|467|850384469251003|048054
422340418664419|280776357539732|276630672548101|orange man|048052|sms-mt|12/25/1814|02/37/36|210|197|605|022425766275519|048053
085808938808360|682027985350861|389881797577335|cellcom inc|048054|sms-mt|11/29/3782|11/52/25|058|879|806|376601318247084|048053
567065164054834|120934262430434|793719428843428|partner house|048053|sms-mo|00/09/4536|01/29/16|246|175|381|921361422569855|048052
747671400158237|178630254745791|587244307312337|cellcom inc|048054|gprs|06/19/3017|13/31/42|257|131|794|991330397449726|048054
909126159231939|822373992531377|969004719854949|cellcom bee|048051|sms-mt|15/23/0189|02/56/50|311|222|261|902172226727640|048052
162315637854122|136408846586326|432683359056679|partner house|048053|sms-mt|00/27/4474|02/58/05|189|625|558|073762766422262|048052
800338220997914|107871857409861|663819831040051|cellcom inc|048054|sms-mt|07/23/7065|03/26/00|459|107|296|642803497969545|048051
434689512351154|906822211290736|891269412860175|orange man|048052|gprs|17/14/7169|03/34/53|753|795|381|933300890483008|048054
349616985736001|256558570054274|418599390185985|cellcom bee|048051|mtc|02/08/7065|11/14/19|273|558|464|532449682482231|048052
874911368335783|447809683067518|617119467390091|orange man|048052|moc|15/11/6702|13/54/40|706|997|004|772783240307545|048051
912184874796156|059934295714589|772093692282909|partner house|048053|sms-mt|12/08/2236|10/55/42|340|282|338|310431158090573|048052
587733964117243|775127497417180|451454742184120|orange man|048052|sms-mt|01/02/2116|00/11/54|271|785|454|813953562983064|999998
975693793430040|873929781667751|540120699954061|cellcom bee|048051|sms-mo|00/15/6145|10/50/50|588|181|407|816077237810462|999998
049097028168020|936125454497879|375204208245049|partner house|048053|moc|03/28/5451|12/52/53|008|953|915|764903267233845|999998
971491596887526|483318776021068|278337486067939|sergio Telecom|999998|gprs|17/00/3110|01/22/02|094|777|043|570419209232542|048054
665964533569872|462894205538292|789297843199206|orange man|048052|moc|14/09/4237|03/49/16|133|925|025|864162626560936|048051
761474789581048|922006824317443|649788476346673|cellcom inc|048054|moc|06/18/8868|02/15/30|036|646|632|700373752752337|048052
625848502365729|429794646591848|320015885114806|orange man|048052|mtc|14/08/1949|11/26/44|029|220|398|141247105236821|048053
875479414473400|871010347773624|923772614273633|partner house|048053|mtc|01/02/3429|02/05/16|906|233|181|615260281635945|048053
326926762272414|021481884549684|737351227654815|cellcom bee|048051|sms-mt|01/27/9709|03/02/20|239|625|337|526333982671671|048053
350683567290162|690125239800794|059217785434641|cellcom bee|048051|gprs|00/10/4477|12/52/54|137|829|109|332293205571241|048051
138861553665583|135530757228781|624603770258837|sergio Telecom|999998|moc|14/16/9588|11/37/50|658|014|261|365394456264057|048052
861028841268576|043639098572721|327642426765532|cellcom inc|048054|moc|06/27/2294|13/50/19|522|910|436|377109588402375|048053
871725127182766|153265965577962|149524038956444|orange man|048052|gprs|05/04/9810|02/23/55|978|465|628|766131483001105|048051
692309447920760|749072485486503|474825961766952|partner house|048053|gprs|12/20/3429|03/22/51|298|136|608|708682908054458|048053
109258084944798|496290121377846|278105224618207|cellcom inc|048054|gprs|14/09/8000|01/52/23|665|479|621|927126495498690|048052
529818675537636|773809517905525|690791550203068|sergio Telecom|999998|gprs|03/23/4829|11/41/47|563|460|498|024282048308817|999998
118066332571382|406618779279007|230236889038379|sergio Telecom|999998|sms-mo|13/13/9038|10/38/03|837|139|617|983472902414824|048054
546031864738791|674167261907723|198093179874644|cellcom bee|048051|mtc|10/13/3028|03/38/56|287|167|391|977533467999497|048052
886405241173296|195829488607096|104847563600129|cellcom inc|048054|moc|16/05/4349|12/13/17|590|560|955|488529582035648|048054
143092060175853|253885567712372|386687013121608|cellcom inc|048054|sms-mt|05/13/5200|03/34/50|145|203|083|654383557001103|048052
970194614934498|162645194195419|308337990506075|partner house|048053|gprs|00/02/6807|12/01/25|430|735|034|141118312692863|048051
968613607120745|819229563377341|859812292925191|cellcom bee|048051|sms-mo|09/27/1799|12/22/08|838|326|658|974288180817922|999998
774759511178250|346634735764799|166533604714859|partner house|048053|gprs|09/16/5814|12/10/00|931|718|054|435414200078114|048052
444539601728149|795101521612728|992545407791715|cellcom inc|048054|mtc|10/24/2777|13/33/53|734|659|225|340077983502596|999998
511006471395846|318685760365081|632932771823529|partner house|048053|moc|16/19/2949|12/44/56|222|563|010|017539699538156|999998
121846214615800|139668588218686|608984507280770|partner house|048053|moc|18/11/6291|01/43/22|268|479|215|931604809981003|048052
890038077991632|563487207390316|597590697308673|orange man|048052|sms-mt|02/12/8210|10/54/59|594|462|560|565250202687812|048051
661710258604861|348709003680692|768039376158836|sergio Telecom|999998|moc|19/28/6178|12/31/55|372|165|678|914771962945638|048052
213743059528586|491464348293043|064639954026076|cellcom bee|048051|gprs|14/28/8443|12/32/17|609|465|756|690777615611042|048053
141823769567119|001798525137199|506888185233964|sergio Telecom|999998|sms-mo|06/02/5800|00/36/14|541|629|612|591467525703906|048054
222679851924284|705384020923939|873331238550071|cellcom bee|048051|sms-mt|06/22/9960|10/54/40|951|694|128|323594257668461|048051
877062141765536|159845014674165|663361506992457|orange man|048052|sms-mo|08/03/6807|10/38/08|464|019|927|604251733001192|048051
618554185179882|606060715839141|012880490929129|cellcom inc|048054|moc|18/21/9736|13/06/29|190|448|263|487708297607988|048054
748650614752290|699697006603811|886943935500721|partner house|048053|mtc|10/18/8279|03/57/35|806|885|244|971815949921638|048052
158851439973554|648465324268006|233210363572037|partner house|048053|sms-mo|19/27/6021|00/20/46|248|793|996|347494318078284|999998
459195175486151|610216525515990|267376085733468|cellcom inc|048054|sms-mt|12/09/7352|12/28/49|903|598|479|688249181054603|048054
218320789727672|550719100174997|010853143015905|sergio Telecom|999998|moc|17/22/6217|00/53/28|588|609|350|236251523787161|048054
575525606561750|908359972862125|692246707573740|cellcom bee|048051|sms-mt|16/29/1682|02/10/44|201|345|714|073943026953989|048051
190732866559259|252398534489588|819892090956873|orange man|048052|sms-mo|01/02/6901|03/13/42|172|383|215|489373381563875|048052
605824373696129|639104617170178|838642299750385|cellcom bee|048051|sms-mt|12/24/7005|11/51/00|081|587|111|953448906508550|048051
433751809722825|908468584102664|129494777949151|cellcom bee|048051|sms-mt|04/18/0966|02/58/55|617|133|093|265539484204184|048052
720314227548065|232083668094178|552503927894700|partner house|048053|mtc|04/26/4422|02/31/26|141|889|840|115838483249472|048052
252868247141364|482430815185779|494893717642780|sergio Telecom|999998|gprs|14/05/9477|11/45/48|214|152|181|792692033727724|048054
206227664195233|247839074011738|388922818429965|orange man|048052|sms-mo|08/01/7539|03/35/18|191|192|510|503678150445749|048053
360499520881045|559247597964705|654693556754850|orange man|048052|moc|03/25/5942|12/17/00|946|482|439|665736563035658|999998
751765605848070|857795251498146|313419199696795|orange man|048052|moc|10/18/7040|13/44/35|111|445|757|562250371251858|048052
150961007582248|003283856027077|512508601371725|partner house|048053|sms-mt|12/00/4854|11/48/06|781|026|034|905622440600258|999998
384054366289815|830655017718186|444041499310421|cellcom bee|048051|sms-mt|00/22/8179|01/45/31|635|098|624|794417631814826|048053
230393992754338|122759382396124|640689191386011|cellcom bee|048051|sms-mo|04/03/1846|03/28/51|020|628|630|553574638158517|999998
350572736509776|339003851902749|174143516398386|cellcom bee|048051|moc|13/20/6134|03/29/33|304|248|793|714200331394860|048051
214766192161587|403825376870652|276862591719980|cellcom bee|048051|mtc|02/11/2467|10/50/03|505|466|093|212392334478249|048053
102473221020323|757361695185526|238606928122377|cellcom inc|048054|mtc|04/05/7966|03/11/04|576|953|114|774341105906769|048052
501958864177729|795236361468249|599604781310013|cellcom inc|048054|moc|18/06/0825|02/24/44|859|947|904|714029123823209|048054
236633729420125|031080206259651|796550944888010|cellcom inc|048054|gprs|02/19/2406|02/41/37|804|771|490|194106922978137|048054
488379748899172|268595719880147|005034929900839|partner house|048053|sms-mt|15/21/3762|00/21/41|553|503|075|428589857186029|048054
206551823420968|588088047226255|295872976210526|sergio Telecom|999998|sms-mo|10/22/2523|11/53/31|003|071|792|687123720155304|048051
990202500891259|856280900077593|982922474475713|cellcom bee|048051|sms-mo|00/13/4635|13/38/02|871|813|147|308011739278729|048051
976175586812535|033274105383022|422259709680056|cellcom inc|048054|gprs|17/10/0641|12/59/57|184|526|336|445411213211740|048054
194134586310173|530062477688359|460973544287214|cellcom inc|048054|mtc|17/29/9613|12/16/15|109|900|746|037454323231667|048054
535265256442282|239803149470039|814430178922362|cellcom inc|048054|gprs|11/17/9823|11/10/09|459|505|027|823287915814147|048051
370436308910891|636815031865124|873817667450539|partner house|048053|sms-mt|02/06/2612|10/19/36|134|075|161|856307322950093|048051
224958557085450|226734056928121|663150135835372|orange man|048052|sms-mt|19/22/8888|12/10/01|457|008|809|962444059249247|048053
492737437539646|638274246605874|613888742697564|partner house|048053|sms-mo|14/11/6681|00/13/38|066|317|304|371855292570381|999998
869667418148814|106973368968241|227305056062164|cellcom bee|048051|mtc|17/11/9472|01/18/18|570|765|025|733809495781436|048051
647494692196867|612611038812468|634596987318024|sergio Telecom|999998|mtc|10/01/6947|00/15/43|269|714|695|984908805164558|048052
248666739418184|060160186442101|345323926967995|sergio Telecom|999998|sms-mt|02/16/5977|13/34/35|608|273|702|376363987748638|048054
643323343613922|490785864825475|869191637111503|orange man|048052|moc|17/21/6385|11/56/29|339|142|171|277903078333206|048052
745980814343409|809022012467693|368858869494756|orange man|048052|sms-mo|05/27/5296|13/40/08|943|741|321|709678428481364|048054
869873159403717|438228647040626|503402039971364|cellcom inc|048054|sms-mo|00/22/2111|02/52/01|766|793|045|435999329662770|048054
357423315819374|901913232004797|622574905687734|orange man|048052|gprs|12/15/1786|12/03/26|232|558|499|764490716455236|048053
113746214275332|218808536202450|972268001648473|cellcom inc|048054|gprs|01/27/9677|10/12/03|704|648|341|785170296902874|048051
682275649574621|527929136230016|594912486655037|sergio Telecom|999998|moc|11/20/9400|12/20/45|332|391|418|696846938222251|999998
938471623066036|824690748962333|339296588806529|cellcom bee|048051|gprs|10/09/6303|10/35/36|182|674|551|252973477332371|048051
299009269814072|446329799051645|264364290193812|partner house|048053|sms-mo|05/18/8177|02/07/46|178|911|675|962907156967839|999998
579108109486257|139238314471423|182214054112939|sergio Telecom|999998|sms-mo|06/18/8063|13/38/22|395|318|460|217368033834477|048053
484813447405429|856215460206874|832245789641303|partner house|048053|moc|19/29/3267|03/18/51|799|313|783|911314623777645|048053
760950883252521|652979714791356|834820828466838|partner house|048053|gprs|10/14/1339|03/05/49|389|637|038|211042148763079|048054
571600583288223|635887045708099|146306376804849|cellcom bee|048051|gprs|11/18/9271|12/59/21|924|507|872|270021435248067|048054
589893253232488|968989534074231|600781036451610|cellcom bee|048051|mtc|02/24/2859|10/30/01|600|629|730|473203733371964|048053
859119193367381|974100033405381|668581711049990|cellcom inc|048054|sms-mo|08/15/0950|02/44/39|395|973|990|091293273972607|048053
614865385876828|121517780984783|445121881369971|partner house|048053|mtc|10/13/5604|12/15/03|327|990|421|405698794262219|999998
647979990132258|973572488750180|064784693808053|cellcom bee|048051|mtc|14/04/1187|00/07/56|796|335|193|132387440971943|999998
925794539049373|606903445519472|067756109126275|cellcom bee|048051|sms-mt|13/23/5799|10/04/50|383|050|732|521726453800715|048051
797847344329724|467183668680325|696591427081075|cellcom bee|048051|sms-mo|02/12/3271|00/31/22|369|426|651|384360884238979|048054
408954098654969|363825821080259|111106505693009|orange man|048052|moc|15/04/4022|03/32/39|920|352|519|570771858398535|048053
074998224675554|346049198406131|141752674233919|cellcom inc|048054|sms-mo|06/04/8949|02/58/46|440|857|395|968999755144535|048054
938774771730465|643563410574119|025092492585523|partner house|048053|moc|08/26/5519|13/16/58|990|161|305|309042354129240|048053
174165101432076|576530804156596|223752482835052|sergio Telecom|999998|sms-mo|00/14/5656|13/54/35|547|996|631|972126949428187|048051
732408299853110|295331583123200|695865686683104|cellcom bee|048051|sms-mo|12/16/8105|11/23/48|586|455|003|191217453254207|048054
605655310042540|733161726072289|269734585509856|sergio Telecom|999998|sms-mo|02/04/6873|03/59/58|780|499|954|292240291859581|048051
419209468553266|450620033983686|949060226084600|sergio Telecom|999998|mtc|06/24/4064|11/33/22|313|805|627|095617075635270|999998
556999271934945|930749915542743|098809728132528|partner house|048053|moc|01/04/0639|00/46/31|264|362|380|310839071679971|048052
381709167395572|802853024626617|645918044785352|sergio Telecom|999998|sms-mt|12/01/2055|03/38/39|957|626|908|624176031183637|048052
665672335237076|610906969142992|758517751476295|partner house|048053|gprs|06/28/7869|00/20/01|141|748|025|069466242012609|048054
217633928720405|666042286420349|991854246210450|cellcom bee|048051|gprs|14/07/4399|03/16/58|078|908|662|434817958613707|999998
634463473549765|209238286810627|283649918462539|cellcom bee|048051|gprs|07/02/0202|01/23/50|783|711|221|713364543747081|048052
078146620762015|841305841808082|911925509577080|partner house|048053|moc|18/08/3543|13/10/33|092|101|589|657657652487818|048053
501830361629518|267035687366106|977070226590642|partner house|048053|moc|18/14/1497|02/21/04|333|205|929|511173883599484|048054
173726048730671|302507580072756|465737451426514|orange man|048052|sms-mo|04/20/1677|03/31/18|792|540|916|011727383500296|999998
085977141335929|032979353075381|791408115370062|sergio Telecom|999998|moc|18/04/8433|02/19/18|077|182|193|814009284681133|999998
945742751982238|362361578379512|708293760059204|orange man|048052|sms-mt|05/04/8986|02/55/18|615|890|847|946160312713591|048051
170953743947624|760822355270062|391698982478431|cellcom inc|048054|mtc|00/21/0435|12/18/37|551|489|560|709152172296647|048052
269134494351602|311486768076623|469694244799851|sergio Telecom|999998|sms-mo|08/23/4312|13/28/12|236|824|897|434415610983304|048054
622855659158891|455883693776092|356731229134036|sergio Telecom|999998|sms-mo|19/21/9145|03/40/13|998|755|077|074220615926379|048054
099508373002940|947269005923422|643796543045550|cellcom bee|048051|mtc|16/14/0240|01/17/45|193|542|407|069711477982506|999998
450969514774770|932665063167663|209327479066736|sergio Telecom|999998|mtc|12/21/8891|02/22/19|041|356|533|300068000310226|999998
407304731306860|293451473083201|171004699852438|sergio Telecom|999998|gprs|15/00/0436|03/42/01|544|276|413|395923603627081|048054
761035653296559|844890693332516|404527384815461|partner house|048053|moc|07/20/7823|13/22/23|489|627|910|000491061339589|048051
717075249150347|357741022371052|524451997002237|cellcom inc|048054|mtc|16/29/5805|02/49/11|408|763|474|739988142092274|048053
735005191631088|939918252465631|417917746001319|cellcom inc|048054|sms-mt|12/03/1535|01/58/45|241|513|880|239660994429789|048052
795519682970108|457229313852533|033684765082294|cellcom bee|048051|gprs|15/00/7121|01/30/06|537|865|834|430926205479605|048054
172835734427877|509445840441347|764169633275974|orange man|048052|sms-mo|02/17/8028|11/31/26|735|506|112|751835771462741|999998
948714276887374|025851552016777|191965514194121|partner house|048053|mtc|14/20/3110|00/29/09|920|832|609|399430986130538|999998
